"Job.Title","Position","Employee.Identifier","Fiscal.Year.2018","Total.Biennium","agency"
"TEMP-NOT CLS-PROF ","NC9032","E910E10061","$28,673.48","$28,673.48","Adjutant General"
"TEMP-NOT CLS-PROT SVC WK","NC9034","5AD09DC1B0","$13,801.60","$13,801.60","Adjutant General"
"TEMP-NOT CLS-PROT SVC WK","NC9034","7D3F565774","$2,872.63","$2,872.63","Adjutant General"
"TEMP-NOT CLS-PROT SVC WK","NC9034","AB52287513","$26,656.41","$26,656.41","Adjutant General"
"TEMP-NOT CLS-PROT SVC WK","NC9034","B3109AE382","$8,716.80","$8,716.80","Adjutant General"
"TEMP-NOT CLS-PROT SVC WK","NC9034","B67E72091E","$7,300.32","$7,300.32","Adjutant General"
"TEMP-NOT CLS-PROT SVC WK","NC9034","DA75AD7FE1","$5,902.00","$5,902.00","Adjutant General"
"TEMP-NOT CLS-SKLD CRFT WK ","NC9037","657F083305","$4,700.00","$4,700.00","Adjutant General"
"TEMP-NOT CLS-SKLD CRFT WK ","NC9037","AEE0169694","$10,710.00","$10,710.00","Adjutant General"
"TEMP-NOT CLS-SKLD CRFT WK ","NC9037","F0D9AF4548","$14,470.00","$14,470.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","01ABD15508","$11,987.50","$11,987.50","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","026C885BFC","$3,252.00","$3,252.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","089A326572","$3,012.00","$3,012.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","099FC30DCF","$6,213.00","$6,213.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","0A34781846","$192.00","$192.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","10390E09D6","$6,852.00","$6,852.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","10FE6632E6","$2,914.00","$2,914.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","13802B5CA6","$2,262.00","$2,262.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","13CBFD7448","$11,140.00","$11,140.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","203EB0CF9E","$288.00","$288.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","24A85EF7B3","$2,400.00","$2,400.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","2F64F30777","$11,885.63","$11,885.63","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","30FA9BEBD6","$3,000.00","$3,000.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","3F65C9DEBF","$2,688.00","$2,688.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","414A10AD66","$5,922.38","$5,922.38","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","43A695D754","$4,634.00","$4,634.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","446C322179","$2,960.00","$2,960.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","47965F2ED7","$4,850.00","$4,850.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","4B2252020B","$4,291.00","$4,291.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","4D2D15B9B1","$1,089.50","$1,089.50","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","5281A79E33","$3,797.51","$3,797.51","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","53C147CE76","$2,376.00","$2,376.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","588C3415B0","$7,241.50","$7,241.50","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","5C2F581045","$504.00","$504.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","705FEF4508","$5,552.88","$5,552.88","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","7A1C69059C","$2,033.51","$2,033.51","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","7BEE7EDF85","$5,712.00","$5,712.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","836D26885A","$2,566.50","$2,566.50","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","8768411BCB","$9,213.75","$9,213.75","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","8942910F25","$1,666.00","$1,666.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","8BD953BCC1","$4,353.26","$4,353.26","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","8CF339E429","$8,717.25","$8,717.25","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","8DB258F73B","$9,588.48","$9,588.48","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","A0797F00CD","$2,544.00","$2,544.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","A6C30E502F","$819.00","$819.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","A9671D4BCA","$3,808.00","$3,808.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","AFBA5CE209","$5,593.13","$5,593.13","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","AFF8778309","$2,592.00","$2,592.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","BD37FCB494","$150.00","$150.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","C53C8A2AF8","$5,764.50","$5,764.50","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","C6E9006383","$4,104.00","$4,104.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","CAA5257192","$10,590.00","$10,590.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","CC909DE632","$2,818.00","$2,818.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","D1987F66B0","$5,928.00","$5,928.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","D4F0215D86","$806.50","$806.50","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","D67CD9780A","$15,996.00","$15,996.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","E074DACD2C","$6,970.25","$6,970.25","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","E6E1F78595","$2,118.00","$2,118.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","EBFDFCF1C6","$962.50","$962.50","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","F138E2C103","$11,280.00","$11,280.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","F789F42B04","$10,792.15","$10,792.15","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","FE40832096","$3,258.00","$3,258.00","Adjutant General"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","FE8B593E35","$8,680.52","$8,680.52","Adjutant General"
"TEMP-NOT CLS-TECH ","NC9033","1850AB05BB","$5,411.45","$5,411.45","Adjutant General"
"TRAINING CNTR HOUSING MGR ","CL7020","45B8A3E84B","$28,848.00","$28,848.00","Adjutant General"
"VETERANS BENEFITS SPEC","CL4231","C10C440D88","$24,000.00","$24,000.00","Adjutant General"
"VETERANS BENEFITS SPEC","CL4231","C150E5A9F7","$22,710.00","$22,710.00","Adjutant General"
"VETERANS BENEFITS SPEC","CL4231","C55859677E","$21,108.03","$21,108.03","Adjutant General"
"WEAPONS RANGE TECH COORD","CL8265","DC452D4BFF","$33,510.00","$33,510.00","Adjutant General"
"ADMIN ASSISTANT II","CL0042","1D24028F54","$22,109.64","$22,109.64","Administrative Hearings"
"ADMIN STAFF OFFICER I ","CL0951","46BE16F599","$29,748.54","$29,748.54","Administrative Hearings"
"ADMINISTRATIVE LAW JUDGE","CL0753","0BA2CD074B","$49,560.00","$49,560.00","Administrative Hearings"
"ADMINISTRATIVE LAW JUDGE","CL0753","D1B787E609","$52,705.80","$52,705.80","Administrative Hearings"
"APPOINTED--NOT CLASSIFIED ","NC9002","C70B277FFA","$61,795.14","$61,795.14","Administrative Hearings"
"ADMIN OFR II","CL0912","0649089D56","$31,796.10","$31,796.10","Aeronautics Commission"
"APPOINTED--NOT CLASSIFIED ","NC9002","02EC4E16BE","$59,138.76","$59,138.76","Aeronautics Commission"
"BRD/COMM-NOT CLASSIFIED ","NC9006","06FFBBB650","$300.00","$300.00","Aeronautics Commission"
"BRD/COMM-NOT CLASSIFIED ","NC9006","2E19794A1A","$300.00","$300.00","Aeronautics Commission"
"BRD/COMM-NOT CLASSIFIED ","NC9006","3FF7E1103A","$300.00","$300.00","Aeronautics Commission"
"BRD/COMM-NOT CLASSIFIED ","NC9006","A07ABBA1DD","$150.00","$150.00","Aeronautics Commission"
"BRD/COMM-NOT CLASSIFIED ","NC9006","B648E581ED","$300.00","$300.00","Aeronautics Commission"
"LICENSING SPECIALIST II ","CL0016","2F16CD9993","$22,353.78","$22,353.78","Aeronautics Commission"
"PLANNER II","CL2102","2F2F8331F3","$33,564.54","$33,564.54","Aeronautics Commission"
"PLANNER II","CL2102","64C4BFCE1B","$233.33","$233.33","Aeronautics Commission"
"PLANNER II","CL2102","77F506549B","$22,762.65","$22,762.65","Aeronautics Commission"
"PUBLIC INFO SPEC II ","CL0822","6586B3E51C","$34,385.52","$34,385.52","Aeronautics Commission"
"ACCOUNT/BUDGET SPEC III ","CL0223","9046FF47EF","$41,940.00","$41,940.00","Agriculture Department"
"ADMIN ASSISTANT I ","CL0041","E6FAB39A44","$23,028.00","$23,028.00","Agriculture Department"
"ADMIN ASSISTANT I ","CL0041","F767FFFC8B","$5,282.00","$5,282.00","Agriculture Department"
"ADMIN ASSISTANT II","CL0042","CEBB692736","$23,424.00","$23,424.00","Agriculture Department"
"ADMIN ASSISTANT II","CL0042","D000C4B85C","$22,722.00","$22,722.00","Agriculture Department"
"ADMIN ASSISTANT II","CL0042","EB5A6BA740","$17,922.00","$17,922.00","Agriculture Department"
"ADMIN ASSISTANT II","CL0042","F767FFFC8B","$11,708.00","$11,708.00","Agriculture Department"
"ADMIN OFR I ","CL0911","0047B7D055","$26,652.00","$26,652.00","Agriculture Department"
"ADMIN OFR I ","CL0911","42FA6A9553","$20,340.00","$20,340.00","Agriculture Department"
"ADMIN OFR I ","CL0911","E95F8C2438","$21,324.00","$21,324.00","Agriculture Department"
"ADMIN STAFF OFFICER I ","CL0951","F4592D64A1","$24,720.00","$24,720.00","Agriculture Department"
"AG PROGRAM COORDINATOR","CL6201","3AE31B4EDA","$4,667.00","$4,667.00","Agriculture Department"
"AG PROGRAM COORDINATOR","CL6201","C8FF204D50","$31,950.00","$31,950.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","08759E5021","$21,516.00","$21,516.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","18C7F9F912","$23,796.00","$23,796.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","1D6957A83B","$3,750.00","$3,750.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","342583E6CE","$25,620.00","$25,620.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","4A36E83FDB","$23,226.00","$23,226.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","5587FD3B7E","$23,034.00","$23,034.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","67D2DC4C17","$22,620.00","$22,620.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","8524593996","$21,750.00","$21,750.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","A247B54034","$22,230.00","$22,230.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","BC32BFFBC0","$21,834.00","$21,834.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","BFA5AB65CF","$12,275.65","$12,275.65","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","C724E917EE","$23,874.00","$23,874.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","CA9870E038","$23,040.00","$23,040.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","D230FBBA4B","$23,844.00","$23,844.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","D5243D4C96","$25,614.00","$25,614.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","E4427CDDB0","$22,428.00","$22,428.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","E922562455","$26,790.00","$26,790.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","EF267A7F53","$23,232.00","$23,232.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","F61D251312","$21,516.00","$21,516.00","Agriculture Department"
"AG PROGRAM INSPECTOR","CL6222","FCB4D575B4","$26,682.00","$26,682.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","0E26FBC129","$22,866.00","$22,866.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","1D6957A83B","$18,750.00","$18,750.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","33F8FADC53","$29,808.00","$29,808.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","3F43CB227C","$22,020.00","$22,020.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","462B6B6676","$22,200.00","$22,200.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","706FAAA6DF","$23,700.00","$23,700.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","7A9A13AC72","$10,909.11","$10,909.11","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","CDEDD8C2DF","$23,634.00","$23,634.00","Agriculture Department"
"AG PROGRAM SPECIALIST I ","CL6202","F8879ACFA2","$34,500.00","$34,500.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","3AE31B4EDA","$22,095.00","$22,095.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","509F3B93E3","$25,182.00","$25,182.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","638C70BC87","$28,836.00","$28,836.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","8ED61E5AC1","$27,564.00","$27,564.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","9D78129B08","$29,844.00","$29,844.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","A7388E7CEF","$25,878.00","$25,878.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","BF21F8F374","$27,054.00","$27,054.00","Agriculture Department"
"AG PROGRAM SPECIALIST II","CL6203","F3007DFB4D","$25,347.62","$25,347.62","Agriculture Department"
"AGRI DIVISION DIRECTOR","CL6200","4FF540E7B2","$35,226.00","$35,226.00","Agriculture Department"
"AGRI DIVISION DIRECTOR","CL6200","5EDB0ADEA7","$34,800.00","$34,800.00","Agriculture Department"
"AGRI DIVISION DIRECTOR","CL6200","9DE154B97B","$47,454.00","$47,454.00","Agriculture Department"
"AGRI DIVISION DIRECTOR","CL6200","F1ADE5F77E","$34,500.00","$34,500.00","Agriculture Department"
"AGRI MARKETING SPEC I ","CL6305","0CBF69D083","$21,264.83","$21,264.83","Agriculture Department"
"AGRI MARKETING SPEC I ","CL6305","11D35424AB","$26,406.00","$26,406.00","Agriculture Department"
"APPOINTED--NOT CLASSIFIED ","NC9002","C60B6CEB40","$58,578.00","$58,578.00","Agriculture Department"
"ASSISTANT-NOT CLASSIFIED","NC9004","AD77B5C939","$25,020.00","$25,020.00","Agriculture Department"
"DEPUTY - NOT CLASSIFIED ","NC9003","2EC444366E","$50,304.00","$50,304.00","Agriculture Department"
"ELECTED - NOT CLASSIFIED","NC9001","201E0CF5AB","$54,328.02","$54,328.02","Agriculture Department"
"ENVIRON SCIENTIST II","CL5272","2A36E2885D","$29,136.00","$29,136.00","Agriculture Department"
"GIS SPECIALIST II ","CL2114","E92EA265E2","$32,412.00","$32,412.00","Agriculture Department"
"GRANTS/CONTRACTS OFR I","CL0421","ACB387C30A","$26,640.00","$26,640.00","Agriculture Department"
"HUMAN RESOURCE TECH III ","CL0802","9509E48586","$23,190.00","$23,190.00","Agriculture Department"
"MEAT INSPECTION PROG DIR","CL6225","8C7C684C00","$47,868.00","$47,868.00","Agriculture Department"
"OFFICE ASSISTANT III","CL0033","D210AA2CB9","$18,870.00","$18,870.00","Agriculture Department"
"OFFICE ASSISTANT III","CL0033","FF16C73E4D","$18,870.00","$18,870.00","Agriculture Department"
"PUBLIC INFO SPEC I","CL0821","B54BBF3137","$21,630.00","$21,630.00","Agriculture Department"
"PUBLIC INFO SPEC II ","CL0822","564EBAF9D9","$25,698.00","$25,698.00","Agriculture Department"
"PUBLIC INFO SPEC II ","CL0822","7166165DE0","$26,424.00","$26,424.00","Agriculture Department"
"SR AG PROGRAM INSPECTOR ","CL6223","8B6CA8CDC0","$29,508.00","$29,508.00","Agriculture Department"
"SR AG PROGRAM INSPECTOR ","CL6223","BF35EBDB94","$26,700.00","$26,700.00","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","0569062494","$1,625.21","$1,625.21","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","28722FCB73","$8,168.50","$8,168.50","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","3C6719508E","$2,050.00","$2,050.00","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","576E32246B","$5,868.00","$5,868.00","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","5E65CFE81D","$901.00","$901.00","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","852F9B9340","$9,288.00","$9,288.00","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","9FD88CFD32","$7,946.00","$7,946.00","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","A6895A37A8","$8,975.12","$8,975.12","Agriculture Department"
"TEMP-NOT CLS-TECH ","NC9033","D72718E88A","$764.00","$764.00","Agriculture Department"
"VETERINARIAN I","CL3701","3F6433E68E","$14,534.64","$14,534.64","Agriculture Department"
"VETERINARIAN II ","CL3702","0B2938978D","$50,826.00","$50,826.00","Agriculture Department"
"ADMIN OFR I ","CL0911","D4CB5F89DE","$25,284.00","$25,284.00","Arts, ND Council on the"
"APPOINTED--NOT CLASSIFIED ","NC9002","2557FBFC1B","$37,122.00","$37,122.00","Arts, ND Council on the"
"ART PROGRAMS ADMINISTRATOR","CL1270","369A1C870F","$28,380.00","$28,380.00","Arts, ND Council on the"
"ART PROGRAMS ADMINISTRATOR","CL1270","78989754AE","$33,264.00","$33,264.00","Arts, ND Council on the"
"PUBLIC INFO SPEC III","CL0823","490587E49E","$27,822.00","$27,822.00","Arts, ND Council on the"
"TEMP-NOT CLS-ADMIN SPT","NC9036","B5ACDA8F33","$6,321.00","$6,321.00","Arts, ND Council on the"
"ACCOUNT TECHNICIAN II ","CL0212","11A65B57E7","$7,280.00","$7,280.00","Attorney Generals Office"
"ACCOUNT/BUDGET SPEC II","CL0222","62B65CCB73","$27,384.00","$27,384.00","Attorney Generals Office"
"ACCOUNT/BUDGET SPEC III ","CL0223","31A4900653","$31,500.26","$31,500.26","Attorney Generals Office"
"ACCOUNT/BUDGET SPEC III ","CL0223","6E6D0DF5F3","$33,990.00","$33,990.00","Attorney Generals Office"
"ACCOUNTING MANAGER II ","CL0225","6CC6853D0D","$60,360.00","$60,360.00","Attorney Generals Office"
"ADMIN ASSISTANT I ","CL0041","9E3B35241B","$15,500.00","$15,500.00","Attorney Generals Office"
"ADMIN ASSISTANT I ","CL0041","B84FEB778C","$18,132.00","$18,132.00","Attorney Generals Office"
"ADMIN ASSISTANT I ","CL0041","FD7ABC8049","$16,656.00","$16,656.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","0A39ECC290","$19,800.00","$19,800.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","1D187EC5F8","$19,590.00","$19,590.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","1F53FF8EF5","$24,486.00","$24,486.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","3691911941","$18,720.00","$18,720.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","42887A5FAD","$20,790.00","$20,790.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","44BB0AFD33","$19,404.00","$19,404.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","4C24B33D02","$21,216.00","$21,216.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","4E003F8AFD","$19,404.00","$19,404.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","594D3EDD3E","$23,034.00","$23,034.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","65ECA82E28","$20,994.00","$20,994.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","790C2A4003","$18,954.00","$18,954.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","798BA20F26","$20,592.00","$20,592.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","7FA8504CF8","$19,404.00","$19,404.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","80B871A194","$18,893.31","$18,893.31","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","8418F9C5A7","$22,218.00","$22,218.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","A15F81919B","$21,192.00","$21,192.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","A48FCB5FD4","$18,600.00","$18,600.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","AA794E2FE6","$19,590.00","$19,590.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","BAAEAD5C7E","$21,270.00","$21,270.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","BC616D5AF6","$18,720.00","$18,720.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","C679B41B7F","$19,404.00","$19,404.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","D081E3D533","$19,800.00","$19,800.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","D77AD0E98C","$21,864.00","$21,864.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","DBF7A40EB6","$20,754.00","$20,754.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","DE8C38AEFF","$19,140.00","$19,140.00","Attorney Generals Office"
"ADMIN ASSISTANT II","CL0042","F2C683AA38","$19,404.00","$19,404.00","Attorney Generals Office"
"ADMIN ASSISTANT III ","CL0043","85982C1A14","$23,244.00","$23,244.00","Attorney Generals Office"
"ADMIN ASSISTANT III ","CL0043","A186772025","$29,688.00","$29,688.00","Attorney Generals Office"
"ADMIN OFR I ","CL0911","7831EA3940","$23,556.00","$23,556.00","Attorney Generals Office"
"ADMIN STAFF OFFICER I ","CL0951","11A65B57E7","$14,560.00","$14,560.00","Attorney Generals Office"
"ADMIN STAFF OFFICER I ","CL0951","8AC1ACF6CE","$22,410.00","$22,410.00","Attorney Generals Office"
"ADMIN STAFF OFFICER I ","CL0951","976AF6B07A","$25,602.00","$25,602.00","Attorney Generals Office"
"ADMIN STAFF OFFICER I ","CL0951","993607771F","$29,322.00","$29,322.00","Attorney Generals Office"
"ADMIN STAFF OFFICER II","CL0952","C976F91DED","$29,046.00","$29,046.00","Attorney Generals Office"
